show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,bag_of_content,processed_content,cluster
s596,TV Show,Ash vs. Evil Dead,,"Bruce Campbell, Lucy Lawless, Ray Santiago, Dana DeLorenzo, Jill Marie Jones",United States,"April 29, 2019",2018,TV-MA,3 Seasons,"TV Action & Adventure, TV Comedies, TV Horror","Thirty years later, Ash Williams – demon hunter par excellence – is back to battle a new Deadite plague. He may have lost a hand, but not his touch.",2019.0,"Thirty years later, Ash Williams – demon hunter par excellence – is back to battle a new Deadite plague. He may have lost a hand, but not his touch. TV Action & Adventure, TV Comedies, TV Horror  Bruce Campbell, Lucy Lawless, Ray Santiago, Dana DeLorenzo, Jill Marie Jones United States TV-MA",thirty year later ash williams demon hunter par excellence back battle new deadite plague may lost hand touch action adventure comedy horror bruce campbell lucy lawless ray santiago dana delorenzo jill marie jones united state tvma,1
s597,TV Show,Ashes of Love,,"Yang Zi, Deng Lun, Luo Yunxi",China,"December 16, 2018",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Hidden away by her mother, the Floral Goddess, the naïve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them.",2018.0,"Hidden away by her mother, the Floral Goddess, the naïve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them. International TV Shows, Romantic TV Shows, TV Comedies  Yang Zi, Deng Lun, Luo Yunxi China TV-14",hidden away mother floral goddess nave jinmi drawn xufeng heavenly emperor son yet force conspire international show romantic show comedy yang deng lun luo yunxi china,0
s598,TV Show,Ask the Doctor,,"Shalin Naik, Renee Lim, Sandro Demaio",Australia,"October 19, 2018",2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.",2018.0,"From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments. Docuseries, International TV Shows, Science & Nature TV  Shalin Naik, Renee Lim, Sandro Demaio Australia TV-PG",allergy diet sleep three friendly doctor share expert advice bust medical myth test latest treatment docuseries international show science nature shalin naik renee lim sandro demaio australia tvpg,0
s599,TV Show,Ask the StoryBots,,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,"August 2, 2019",2019,TV-Y,3 Seasons,Kids' TV,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",2019.0,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth. Kids' TV  Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis United States TV-Y",five curious little creature track answer kid biggest question like night happens need brush teeth kid judy greer erin fitzgerald fred tatasciore jeff gill gregg spiridellis evan spiridellis united state tvy,1
s600,Movie,Asoka,Santosh Sivan,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Rahul Dev, Hrishitaa Bhatt, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Sooraj Balaji",India,"March 15, 2017",2001,R,168 min,"Action & Adventure, Dramas, International Movies",This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.,2017.0,"This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism. Action & Adventure, Dramas, International Movies Santosh Sivan Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Rahul Dev, Hrishitaa Bhatt, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Sooraj Balaji India R",elaborate bollywood epic dramatizes one man transformation vengeful cunning warrior legendary leader teacher buddhism action adventure drama international movie santosh sivan shah rukh khan kareena kapoor danny denzongpa rahul dev hrishitaa bhatt gerson cunha subhashini ali umesh mehra sooraj balaji india,1
s601,Movie,Asperger's Are Us,Alex Lehmann,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi",United States,"December 11, 2016",2016,TV-MA,83 min,Documentaries,A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.,2016.0,"A comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways. Documentaries Alex Lehmann Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi United States TV-MA",comedy troupe four friend autism spectrum prepares final show member separate way documentary alex lehmann noah britton ethan finlan jack hanke new michael ingemi united state tvma,1
s602,Movie,Asphalt Burning,Hallvard Bræin,"Anders Baasmo, Kathrine Thorborg Johansen, Ida Husøy, Otto Jespersen, Sven Nordin, Trond Halbo, Alexandra Maria Lara, Wenche Myhre, Kostja Ullmann, Björn Kjellman",Norway,"January 2, 2021",2020,TV-14,101 min,"Action & Adventure, Comedies, International Movies","When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic Nürburgring track in Germany.",2021.0,"When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic Nürburgring track in Germany. Action & Adventure, Comedies, International Movies Hallvard Bræin Anders Baasmo, Kathrine Thorborg Johansen, Ida Husøy, Otto Jespersen, Sven Nordin, Trond Halbo, Alexandra Maria Lara, Wenche Myhre, Kostja Ullmann, Björn Kjellman Norway TV-14",brake slam wedding roy accepts challenge new foe race runaway bride iconic nrburgring track germany action adventure comedy international movie hallvard brin anders baasmo kathrine thorborg johansen ida husy otto jespersen sven nordin trond halbo alexandra maria lara wenche myhre kostja ullmann bjrn kjellman norway,1
s603,Movie,Assimilate,John Murlowski,"Joel Courtney, Calum Worthy, Andi Matichak, Katherine McNamara, Cam Gigandet, Mason McNulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington",United States,"October 25, 2019",2019,TV-MA,94 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.,2019.0,"A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely. Horror Movies, Sci-Fi & Fantasy, Thrillers John Murlowski Joel Courtney, Calum Worthy, Andi Matichak, Katherine McNamara, Cam Gigandet, Mason McNulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington United States TV-MA",group friend making web series hometown realize isnt boring thought neighbor start behaving strangely horror movie scifi fantasy thriller john murlowski joel courtney calum worthy andi matichak katherine mcnamara cam gigandet mason mcnulty terry dale park vito viscuso jennifer pierce mathus kevin remington united state tvma,1
s604,TV Show,Astronomy Club: The Sketch Show,,"Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James III",United States,"December 6, 2019",2019,TV-MA,1 Season,TV Comedies,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",2019.0,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor. TV Comedies  Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James III United States TV-MA",unique individual perspective converge unified voice sketch comedy group astronomy club delivers smart absurd brand humor comedy shawtane bowen jonathan braylock ray cordova caroline martin jerah milligan monique moses keisha zollar james iii united state tvma,1
s605,Movie,Asu Mare 2,Ricardo Maldonado,"Carlos Alcántara, Emilia Drago, Christian Meier, Andrés Salas, Anahí de Cárdenas, Rodrigo Sánchez Patiño, Denisse Dibós, Javier Delgiudice, Ana Cecilia Natteri",Peru,"December 1, 2016",2015,TV-14,100 min,"Comedies, International Movies",To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.,2016.0,"To win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends. Comedies, International Movies Ricardo Maldonado Carlos Alcántara, Emilia Drago, Christian Meier, Andrés Salas, Anahí de Cárdenas, Rodrigo Sánchez Patiño, Denisse Dibós, Javier Delgiudice, Ana Cecilia Natteri Peru TV-14",win heart true love highsociety girl hapless commoner plot change identity avoid embarrassing friend comedy international movie ricardo maldonado carlos alcntara emilia drago christian meier andrs salas anah crdenas rodrigo snchez patio denisse dibs javier delgiudice ana cecilia natteri peru,1
s606,Movie,Asura Guru,A. Raajdheep,"Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan",India,"June 13, 2020",2020,TV-14,117 min,"Dramas, International Movies","For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.",2020.0,"For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist. Dramas, International Movies A. Raajdheep Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan India TV-14",techsavvy thief elaborate robbery evading police second nature private detective hired investigate latest heist drama international movie raajdheep vikram prabhu subbaraju mahima nambiar yogi babu jagan india,1
s607,Movie,Asura: The City of Madness,Sung-soo Kim,"Jung-min Hwang, Do-won Kwak, Man-sik Jung, Woo-sung Jung",South Korea,"February 15, 2018",2016,NR,133 min,"Action & Adventure, Dramas, International Movies","Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on.",2018.0,"Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on. Action & Adventure, Dramas, International Movies Sung-soo Kim Jung-min Hwang, Do-won Kwak, Man-sik Jung, Woo-sung Jung South Korea NR",caught corrupt mayor prosecutor intent exposing political depravity police detective must decide whose side he action adventure drama international movie sungsoo kim jungmin hwang dowon kwak mansik jung woosung jung south korea,1
s608,Movie,At All Costs,Mike Nicoll,"Parker Jackson Cartwright, Gabe York",United States,"December 14, 2016",2016,TV-MA,81 min,"Documentaries, Sports Movies",This revealing documentary explores how the high-stakes world of Amateur Athletic Union basketball has professionalized youth sports in America.,2016.0,"This revealing documentary explores how the high-stakes world of Amateur Athletic Union basketball has professionalized youth sports in America. Documentaries, Sports Movies Mike Nicoll Parker Jackson Cartwright, Gabe York United States TV-MA",revealing documentary explores highstakes world amateur athletic union basketball professionalized youth sport america documentary sport movie mike nicoll parker jackson cartwright gabe york united state tvma,1
s609,Movie,At First Light,Jason Stone,"Stefanie Scott, Theodore Pellerin, Percy Hynes White, Kate Burton, Saïd Taghmaoui, Kristin Booth, James Wotherspoon",Canada,"December 27, 2018",2018,TV-14,91 min,"Dramas, Sci-Fi & Fantasy","After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her.",2018.0,"After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her. Dramas, Sci-Fi & Fantasy Jason Stone Stefanie Scott, Theodore Pellerin, Percy Hynes White, Kate Burton, Saïd Taghmaoui, Kristin Booth, James Wotherspoon Canada TV-14",mysterious light imbue extraordinary power teenager go run authority friend harbor crush drama scifi fantasy jason stone stefanie scott theodore pellerin percy hynes white kate burton sad taghmaoui kristin booth james wotherspoon canada,1
s610,TV Show,At the Dolphin Bay,,"Angela Chang, Ambrose Hui, Wallace Huo, Jill Hsu, Lin Wei Jun, Josie Leung, Mountain Kao, Liang Hsiu-shen",Taiwan,"November 15, 2019",2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows","Encountering each other after a long separation, two childhood friends from orphanage must overcome great odds to fulfill an old promise and find love.",2019.0,"Encountering each other after a long separation, two childhood friends from orphanage must overcome great odds to fulfill an old promise and find love. International TV Shows, Romantic TV Shows  Angela Chang, Ambrose Hui, Wallace Huo, Jill Hsu, Lin Wei Jun, Josie Leung, Mountain Kao, Liang Hsiu-shen Taiwan TV-14",encountering long separation two childhood friend orphanage must overcome great odds fulfill old promise find love international show romantic show angela chang ambrose hui wallace huo jill hsu lin wei jun josie leung mountain kao liang hsiushen taiwan,0
